Time,Prey,Predator
0.0,2500.0,100.0
0.02000040000800016,2502.4962864986423,100.4010598604788
0.04000080001600032,2504.9849924469827,100.80423072956997
0.06000120002400049,2507.4660372107055,101.20952356961337
0.08000160003200064,2509.9393397342496,101.6169493834525
0.1000020000400008,2512.404818540808,102.02651921443457
0.12000240004800097,2514.862391732327,102.43824414641034
0.14000280005600113,2517.311976989509,102.85213530373427
0.1600032000640013,2519.7534927006122,103.2682034634739
0.18000360007200145,2522.1868592398096,103.68645861819525
0.2000040000800016,2524.6119926416436,104.10691214749609
0.22000440008800176,2527.0288082152388,104.52957557292456
0.24000480009600195,2529.437220884058,104.95446044113913
0.2600052001040021,2531.837145185904,105.38157832390868
0.28000560011200226,2534.2284952729174,105.81094081811237
0.3000060001200024,2536.611184911578,106.24255954573977
0.3200064001280026,2538.985127482705,106.6764461538908
0.34000680013600276,2541.3502359814565,107.1126123147757
0.3600072001440029,2543.7064230173282,107.55106972571512
0.3800076001520031,2546.0536008141567,107.99183010914004
0.4000080001600032,2548.391681210115,108.43490521259179
0.4200084001680034,2550.720575657718,108.88030680872207
0.4400088001760035,2553.0401952238176,109.32804669529293
0.4600092001840037,2555.3504505896044,109.77813669517677
0.4800096001920039,2557.651252050609,110.23058865635636
0.5000100002000041,2559.9425095167,110.68541445192483
0.5200104002080042,2562.2241325120854,111.14262598008563
0.5400108002160043,2564.4960301753117,111.60223516415263
0.5600112002240045,2566.7581112592648,112.06425395254999
0.5800116002320047,2569.0102841311696,112.52869431881228
0.6000120002400048,2571.252456772589,112.9955682615844
0.620012400248005,2573.484536779426,113.46488780462158
0.6400128002560052,2575.706431361921,113.93666499678949
0.6600132002640053,2577.9180473446554,114.41091191206407
0.6800136002720055,2580.119291166547,114.88764064953163
0.7000140002800056,2582.3100688808545,115.3668633333889
0.7200144002880058,2584.4902861551745,115.84859211294291
0.740014800296006,2586.659848271443,116.33283916261105
0.7600152003040062,2588.8186601259345,116.81961668192109
0.7800156003120062,2590.966626229263,117.30893689551112
0.8000160003200064,2593.10365070638,117.80081205312962
0.8200164003280066,2595.229637296578,118.29525442963543
0.8400168003360068,2597.3444893534866,118.79227632499773
0.860017200344007,2599.448109845075,119.29189006429604
0.880017600352007,2601.5404013536518,119.79410799772027
0.9000180003600072,2603.621266075864,120.29894250057067
0.9200184003680074,2605.6906058226964,120.80640597325787
0.9400188003760076,2607.748322019475,121.3165108413028
0.9600192003840078,2609.7943157058626,121.8292695553368
0.9800196003920079,2611.8284875358627,122.34469459110153
1.0000200004000082,2613.850737777816,122.86279844944906
1.0200204004080082,2615.8609663144034,123.38359365634176
1.0400208004160083,2617.859072642644,123.90709276285237
1.0600212004240086,2619.844955873896,124.43330834516402
1.0800216004320087,2621.818514733857,124.96225300457016
1.1000220004400088,2623.7796475625614,125.4939393674746
1.120022400448009,2625.7282523143863,126.02838008539152
1.1400228004560091,2627.664226558044,126.56558783494546
1.1600232004640094,2629.5874674765873,127.10557531787131
1.1800236004720095,2631.497871867409,127.64835526101429
1.2000240004800096,2633.395336142238,128.19394041633004
1.2200244004880099,2635.2797563271447,128.74234356088448
1.24002480049601,2637.151028062537,129.29357749685394
1.2600252005040102,2639.009046603163,129.8476550515251
1.2800256005120103,2640.853706818107,130.40458907729496
1.3000260005200104,2642.684903190796,130.9643924516709
1.3200264005280107,2644.5025298189926,131.52707807727074
1.3400268005360108,2646.3064804148003,132.0926588818225
1.360027200544011,2648.0966483046604,132.66114781816464
1.3800276005520111,2649.872926429354,133.232557864246
1.4000280005600112,2651.635207344,133.80690202312573
1.4200284005680115,2653.383383218057,134.38419332297335
1.4400288005760116,2655.117345835323,134.96444481706874
1.4600292005840119,2656.836986593933,135.54766958380216
1.480029600592012,2658.5421965063633,136.13388072667416
1.500030000600012,2660.232866199427,136.72309137429573
1.5200304006080123,2661.908885914278,137.31531468038816
1.5400308006160124,2663.5701455064072,137.91056382378312
1.5600312006240125,2665.216534445646,138.50885200842262
1.5800316006320128,2666.8479418161637,139.11019246335906
1.6000320006400128,2668.464256316469,139.71459844275512
1.6200324006480131,2670.065404007446,140.32207714241275
1.6400328006560132,2671.6530892379137,140.93234925250977
1.6600332006640133,2673.228119694143,141.54528027141612
1.6800336006720136,2674.7902716323183,142.16090191781473
